entry,patch,KillCredit1,KillCredit2,modelid_1,modelid_2,modelid_3,modelid_4,name,subname,gossip_menu_id,minlevel,maxlevel,minhealth,maxhealth,minmana,maxmana,armor,faction_A,faction_H,npcflag,speed_walk,speed_run,scale,rank,mindmg,maxdmg,dmgschool,attackpower,dmg_multiplier,baseattacktime,rangeattacktime,unit_class,unit_flags,dynamicflags,family,trainer_type,trainer_spell,trainer_class,trainer_race,minrangedmg,maxrangedmg,rangedattackpower,type,type_flags,lootid,pickpocketloot,skinloot,resistance1,resistance2,resistance3,resistance4,resistance5,resistance6,spell1,spell2,spell3,spell4,PetSpellDataId,mingold,maxgold,AIName,MovementType,InhabitType,Civilian,RacialLeader,RegenHealth,equipment_id,trainer_id,vendor_id,MechanicImmuneMask,SchoolImmuneMask,flags_extra,ScriptName
6288,0,0,0,4991,0,0,0,Jayla,Skinning Trainer,0,23,23,1106,1106,0,0,957,79,79,19,1.05,1.14286,0.0,0,28.0,37.0,0,100,1.0,2000,2000,1,4608,0,0,2,0,0,0,36.0272,49.5374,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,193,0,0,0,0,2,
6289,0,0,0,4993,0,0,0,Rand Rhobart,Skinning Trainer,0,13,13,546,546,0,0,20,71,71,16,1.1,1.14286,0.0,0,13.0,17.0,0,68,1.0,2000,2000,1,37376,0,0,2,0,0,0,21.5072,29.5724,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,397,0,0,0,0,2,
6290,0,0,0,4992,0,0,0,Yonn Deepcut,Skinning Trainer,0,8,8,334,334,0,0,20,105,105,19,0.95,1.14286,1.35,0,7.0,10.0,0,58,1.0,2000,2000,1,4608,0,0,2,0,0,0,13.5872,18.6824,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,1,0,0,1,397,0,0,0,0,2,
6291,0,0,0,4986,0,0,0,Balthus Stoneflayer,Skinning Trainer,0,35,35,2016,2016,0,0,1373,57,57,16,1.11,1.14286,0.0,0,51.0,65.0,0,138,1.0,2000,2000,1,4608,0,0,2,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,193,0,0,0,0,2,
6292,0,0,0,4985,0,0,0,Eladriel,Skinning Trainer,0,35,35,2016,2016,0,0,1373,79,79,19,1.11,1.14286,0.0,0,51.0,65.0,0,138,1.0,2000,2000,1,4608,0,0,2,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,193,0,0,0,0,2,
6293,0,0,0,4987,0,0,0,Jorah Annison,,0,20,20,919,919,490,490,697,71,71,2,1.1,1.14286,0.0,0,24.0,31.0,0,90,1.0,2000,2000,2,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,1892,0,0,0,0,2,
6294,0,0,0,4988,0,0,0,Krom Stoutarm,,0,20,20,919,919,1202,1202,670,57,57,2,1.02,1.14286,0.0,0,24.0,31.0,0,90,1.0,2000,2000,8,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
6295,0,0,0,4994,0,0,0,Wilma Ranthal,Skinning Trainer,0,29,29,1528,1528,0,0,1165,11,11,19,0.99,1.14286,0.0,0,38.0,49.0,0,120,1.0,2000,2000,1,4608,0,0,2,0,0,0,43.8944,60.3548,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,385,0,0,0,0,2,
6297,0,0,0,5019,0,0,0,Kurdram Stonehammer,Mining Trainer,0,35,35,2016,2016,0,0,1373,79,79,19,0.94,1.14286,0.0,0,51.0,65.0,0,138,1.0,2000,2000,1,4608,0,0,2,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,738,0,0,0,0,2,
6298,0,0,0,5020,0,0,0,Thelgrum Stonehammer,Mining Supplies,0,30,30,1605,1605,0,0,1200,79,79,6,0.94,1.14286,0.0,0,42.0,53.0,0,122,1.0,2000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,738,0,0,0,0,2,
6299,0,0,0,5021,0,0,0,Delfrum Flintbeard,Blacksmithing Trainer,2743,25,25,1240,1240,0,0,1009,79,79,19,0.94,1.14286,0.0,0,31.0,40.0,0,106,1.0,2000,2000,1,4608,0,0,2,0,0,0,38.72,53.24,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,429,0,0,0,0,2,
6300,0,0,0,5022,0,0,0,Elisa Steelhand,Blacksmithing Supplies,0,30,30,1605,1605,0,0,1200,79,79,16391,0.94,1.14286,0.0,0,42.0,53.0,0,122,1.0,2000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,805,0,0,0,0,2,
6301,0,0,0,5023,0,0,0,Gorbold Steelhand,Trade Supplies,12726,30,30,1605,1605,0,0,1200,79,79,6,0.94,1.14286,0.0,0,42.0,53.0,0,122,1.0,2000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,738,0,0,0,0,2,
6306,0,0,0,5365,0,0,0,Helene Peltskinner,Skinning Trainer,0,12,12,500,500,0,0,20,11,11,16,0.97,1.14286,0.0,0,12.0,14.0,0,66,1.0,1500,2000,1,4608,0,0,2,0,0,0,19.9584,27.4428,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,193,0,0,0,0,2,
6328,0,0,0,5042,0,0,0,Dannie Fizzwizzle,Demon Trainer,4671,14,14,594,594,710,710,20,875,875,7,1.13,1.14286,1.15,0,15.0,19.0,0,70,1.0,1500,2000,8,4608,0,0,3,0,3,0,23.0384,31.6778,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,838,0,0,0,0,2,
6329,0,0,0,976,0,0,0,Irradiated Pillager,,0,25,26,1779,1916,1372,1372,872,59,59,0,1.2,1.14286,0.0,1,129.0,166.0,0,110,1.0,2000,1567,2,32832,0,0,0,0,0,0,35.1008,48.2636,100,7,8,6329,6329,0,0,0,0,0,0,0,0,0,0,0,0,125,168,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6347,0,0,0,10900,0,0,0,Young Wavethrasher,,0,51,51,3494,3494,0,0,3080,14,14,0,1.1,1.14286,0.0,0,87.0,109.0,0,230,1.0,2000,2000,1,32768,0,0,0,0,0,0,64.68,88.935,100,1,0,6347,0,6347,0,0,0,0,0,0,3417,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,0,
6348,0,0,0,10899,0,0,0,Wavethrasher,,0,52,53,3230,3334,0,0,3136,14,14,0,1.1,1.14286,0.0,0,89.0,111.0,0,238,1.0,2000,2000,1,32768,0,0,0,0,0,0,65.56,90.145,100,1,0,6348,0,6348,0,0,0,0,0,0,3417,0,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6349,0,0,0,10897,0,0,0,Great Wavethrasher,,0,53,54,3149,3536,0,0,3190,14,14,0,1.1,1.14286,0.0,0,93.0,115.0,0,244,1.0,2000,2000,1,32768,0,0,0,0,0,0,66.4224,91.3308,100,1,0,6349,0,6349,0,0,0,0,0,0,3417,0,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6350,0,0,0,1247,0,0,0,Makrinni Razorclaw,,0,54,55,3282,3369,0,0,4871,129,129,0,1.1,1.14286,0.0,0,95.0,118.0,0,248,1.0,2000,2000,1,0,0,0,0,0,0,0,71.2272,97.9374,100,7,0,6350,6350,0,0,0,0,0,0,0,13444,0,0,0,0,117,158,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6351,0,0,0,386,0,0,0,Storm Bay Oracle,,0,54,55,2717,2842,2041,2117,2654,18,18,0,1.1,1.14286,0.0,0,106.0,137.0,0,248,1.0,2000,2000,2,32768,0,0,0,0,0,0,71.2272,97.9374,100,7,0,6351,6351,0,0,0,0,0,0,0,0,0,0,0,0,102,139,EventAI,1,3,0,0,1,143,0,0,0,0,0,
6352,0,0,0,10947,0,0,0,Coralshell Lurker,,0,53,54,3245,3345,0,0,0,7,7,0,1.1,1.14286,0.0,0,92.0,119.0,0,244,1.0,2000,2000,1,32768,0,21,0,0,0,0,66.4224,91.3308,100,1,1,6352,0,6352,0,108,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,0,0,0,0,0,0,
6366,0,0,0,5065,0,0,0,Kurzen Mindslave,,0,44,44,1567,1567,1067,1067,1149,30,30,0,1.0,1.14286,0.0,0,46.0,57.0,0,194,1.0,2000,1727,2,0,0,0,0,0,0,0,60.7904,83.5868,100,7,0,0,0,0,0,0,0,0,0,0,11642,7964,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,generic_spell_ai
6367,0,0,0,5086,0,0,0,Donni Anthania,Crazy Cat Lady,0,5,5,166,166,0,0,20,11,11,4,0.93,1.14286,0.0,0,6.0,8.0,0,52,1.0,1500,2000,1,4608,0,0,0,0,0,0,8.624,11.858,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,365,0,0,0,0,2,
6368,0,0,0,5555,0,0,0,Cat,,0,1,1,64,64,0,0,20,188,188,0,0.45,1.14286,0.0,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,0,0,0,0,0,1.76,2.42,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,2,npc_critter
6369,0,0,0,2308,0,0,0,Coralshell Tortoise,,0,50,50,2864,2864,0,0,4548,7,7,0,1.1,1.14286,0.0,0,88.0,110.0,0,226,1.0,2000,2000,1,32768,0,21,0,0,0,0,64.68,88.935,100,1,1,6369,0,6369,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,0,
6370,0,0,0,10922,0,0,0,Makrinni Scrabbler,,0,52,53,2019,2497,4650,4765,2386,129,129,0,1.1,1.14286,0.0,0,77.0,96.0,0,238,1.0,2000,2000,8,0,0,0,0,0,0,0,71.2272,97.9374,100,7,0,6370,0,0,0,0,0,0,0,0,20822,11642,0,0,0,88,120,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6371,0,0,0,506,0,0,0,Storm Bay Warrior,,0,51,52,3080,3116,0,0,2669,18,18,0,1.1,1.14286,0.0,0,106.0,136.0,0,234,1.0,2000,2000,1,32768,0,0,0,0,0,0,70.4704,96.8968,100,7,0,6371,6371,0,0,0,0,0,0,0,0,0,0,0,0,104,141,EventAI,1,3,0,0,1,717,0,0,0,0,0,
6372,0,0,0,2600,0,0,0,Makrinni Snapclaw,,0,50,50,2875,2875,0,0,406,129,129,0,1.1,1.14286,0.0,0,11.0,15.0,0,226,1.0,2000,2000,1,0,0,0,0,0,0,0,71.2272,97.9374,100,7,0,6372,0,0,0,0,0,0,0,0,3604,0,0,0,0,103,140,EventAI,0,3,0,0,1,0,0,0,0,0,0,
6373,0,0,0,5087,0,0,0,Dane Winslow,Demon Trainer,4671,8,8,334,334,319,319,20,11,11,7,0.95,1.14286,0.0,0,7.0,10.0,0,58,1.0,2000,2000,8,4864,0,0,3,0,3,0,13.5872,18.6824,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,1022,0,0,0,0,2,
6374,0,0,0,5092,0,0,0,Cylina Darkheart,Demon Trainer,4671,11,11,456,456,459,459,20,11,11,7,0.97,1.14286,0.0,0,12.0,14.0,0,64,1.0,2000,2000,8,4608,0,0,3,0,3,0,18.392,25.289,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,103,0,0,0,0,2,
6375,0,0,0,6757,0,0,0,Thunderhead Hippogryph,,0,46,48,2483,2705,0,0,2834,14,14,0,1.1,1.14286,0.0,0,79.0,100.0,0,216,1.0,2000,2000,1,0,0,0,0,0,0,0,60.016,82.522,100,1,0,6375,0,6375,0,0,0,0,0,0,12553,0,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6376,0,0,0,5093,0,0,0,Wren Darkspring,Demon Trainer,4671,5,5,166,166,230,230,20,875,875,7,1.07,1.14286,1.15,0,6.0,8.0,0,52,1.0,1960,2156,8,0,0,0,3,0,3,0,8.624,11.858,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,838,0,0,0,0,2,
6377,0,0,0,10894,0,0,0,Thunderhead Stagwing,,0,48,50,2658,2883,0,0,2944,14,14,0,1.1,1.14286,0.0,0,84.0,106.0,0,226,1.0,2000,2000,1,0,0,0,0,0,0,0,62.8672,86.4424,100,1,0,6377,0,6377,0,0,0,0,0,0,12553,11019,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6378,0,0,0,10893,0,0,0,Thunderhead Skystormer,,0,50,51,2338,2541,1807,1923,2477,14,14,0,1.1,1.14286,0.0,0,82.0,103.0,0,230,1.0,2000,2000,2,0,0,0,0,0,0,0,63.7824,87.7008,100,1,0,6378,0,6378,0,0,0,0,0,0,12553,6535,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6379,0,0,0,10892,0,0,0,Thunderhead Patriarch,,0,52,54,3176,3283,0,0,3162,14,14,0,1.1,1.14286,0.0,0,90.0,114.0,0,244,1.0,2000,2000,1,0,0,0,0,0,0,0,66.4224,91.3308,100,1,0,6379,0,6379,0,0,0,0,0,0,12553,6268,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6380,0,0,0,10891,0,0,0,Thunderhead Consort,,0,52,54,2489,2719,1923,2041,2566,14,14,0,1.1,1.14286,0.0,0,85.0,107.0,0,244,1.0,2000,2000,2,0,0,0,0,0,0,0,66.4224,91.3308,100,1,0,6380,0,6380,0,0,0,0,0,0,0,12553,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6382,0,0,0,5085,0,0,0,Jubahl Corpseseeker,Demon Trainer,4671,60,60,3857,3857,5751,5751,3252,875,875,7,1.26,1.14286,0.0,0,164.0,212.0,0,272,1.0,2000,2000,8,4608,0,0,3,0,3,0,74.448,102.366,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,110,0,0,0,0,2,
6386,0,0,0,2418,0,0,0,Ward of Zanzil,,0,46,46,5,5,0,0,0,16,16,0,0.82,1.14286,0.0,0,111.0,132.0,0,208,1.0,1550,1705,0,0,0,0,0,0,0,0,62.744,86.273,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,191,,0,3,0,0,1,0,0,0,8405008,0,0,
6387,0,0,0,5108,0,0,0,Dranh,Skinning Trainer,0,15,15,644,644,0,0,20,105,105,19,0.97,1.14286,1.35,0,17.0,22.0,0,74,1.0,2000,2000,1,4608,0,0,2,0,0,0,24.552,33.759,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,193,0,0,0,0,2,
6388,0,0,0,200,0,0,0,Zanzil Skeleton,,0,45,45,916,916,0,0,0,16,16,0,0.99,1.14286,0.0,0,108.0,129.0,0,204,1.0,1560,1716,0,0,0,0,0,0,0,0,59.0304,81.1668,100,6,0,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,36,181,,1,3,0,0,1,0,0,0,8602131,0,0,
6389,0,0,0,5345,0,0,0,Deathguard Podrig,,0,25,25,1240,1240,0,0,1009,71,71,2,0.94,1.14286,0.0,0,31.0,40.0,0,106,1.0,2000,2000,1,37376,0,0,0,0,0,0,38.72,53.24,100,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,319,0,0,0,0,2,
6390,0,0,0,5447,0,0,0,Ulag the Cleaver,,0,11,11,223,223,0,0,538,14,14,0,0.96,1.14286,0.0,0,22.0,26.0,0,64,1.0,1910,2101,0,0,0,0,0,0,0,0,15.1272,20.7999,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,,0,3,0,0,1,0,0,0,0,0,0,
6391,0,0,0,6610,0,0,0,Holdout Warrior,,0,29,30,2636,2798,0,0,1200,23,23,0,1.2,1.14286,1.15,1,140.0,180.0,0,122,1.0,2000,2000,1,32832,0,0,0,0,0,0,37.176,51.117,100,7,8,6391,6391,0,0,0,0,0,0,0,0,0,0,0,0,174,232,EventAI,1,3,0,0,1,1734,0,0,0,0,0,
6392,0,0,0,6608,0,0,0,Holdout Medic,,0,29,30,2764,3291,811,852,1004,23,23,0,1.2,1.14286,1.15,1,146.0,189.0,0,122,1.0,2000,1540,2,32832,0,0,0,0,0,0,38.192,52.514,100,7,8,6392,0,0,0,0,0,0,0,0,0,0,0,0,0,191,254,EventAI,1,3,0,0,1,145,0,0,0,0,0,
6393,0,0,0,5371,0,0,0,Henen Ragetotem,,0,62,62,4079,4079,0,0,4091,83,83,2,1.2,1.14286,1.25,0,174.0,224.0,0,284,1.0,2000,2000,1,4608,0,0,0,0,0,0,203.77,104.278,100,7,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,,0,1,0,0,1,149,0,0,0,0,2,
6394,0,0,0,5373,0,0,0,Ruga Ragetotem,,0,30,30,1605,1605,0,0,1200,83,83,2,1.1,1.14286,1.35,0,42.0,53.0,0,122,1.0,2000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,136,0,0,0,0,2,
6395,0,0,0,5576,0,0,0,Sergeant Rutger,Sergeant,0,62,62,4079,4079,0,0,4091,83,83,2,1.1,1.14286,0.0,0,174.0,224.0,0,284,1.0,2000,2000,1,4608,0,0,0,0,0,0,203.77,104.278,100,7,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,1202,0,0,0,0,2,
6407,0,0,0,6628,0,0,0,Holdout Technician,,0,29,30,3389,3542,0,0,1200,23,23,0,1.2,1.14286,1.15,1,140.0,180.0,0,122,1.0,2000,1549,1,32832,0,0,0,0,0,0,37.176,51.117,100,7,8,6407,0,0,0,0,0,0,0,0,6660,8858,0,0,0,170,226,EventAI,1,3,0,0,1,754,0,0,0,0,0,
6408,0,0,0,5370,0,0,0,Ula'elek,,0,35,35,2016,2016,0,0,1373,126,126,2,1.1,1.14286,0.0,0,51.0,65.0,0,138,1.0,2000,1826,1,4608,0,0,0,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,446,0,0,0,0,2,
6410,0,0,0,5372,0,0,0,Orm Stonehoof,,0,45,45,2972,2972,0,0,2725,83,83,2,1.1,1.14286,1.35,0,72.0,93.0,0,204,1.0,2000,2000,1,4608,0,0,0,0,0,0,61.776,84.942,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,429,0,0,0,0,2,
6411,0,0,0,5235,0,0,0,Velora Nitely,,0,45,45,2972,2972,0,0,2725,71,71,2,1.1,1.14286,0.0,0,72.0,93.0,0,204,1.0,2000,2000,1,37376,0,0,0,0,0,0,61.776,84.942,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,466,0,0,0,0,2,
6412,0,0,0,9786,0,0,0,Skeleton,,0,24,25,652,698,0,0,888,62,62,0,1.05,1.14286,0.0,0,42.0,53.0,0,106,1.0,2000,2000,0,0,0,0,0,0,0,0,42.1344,57.9348,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,0,0,0,8602131,0,0,
6426,0,0,0,10256,0,0,0,Anguished Dead,,0,31,33,3002,3300,0,0,1234,21,21,0,1.2,1.14286,0.0,1,193.0,249.0,0,132,1.0,2000,2000,1,64,0,0,0,0,0,0,44.84,61.655,100,6,8,6426,6426,0,0,0,0,0,0,0,0,0,0,0,0,198,264,EventAI,1,3,0,0,1,0,0,0,8388624,0,0,
6427,0,0,0,4629,0,0,0,Haunting Phantasm,,0,32,33,3088,3274,0,0,2428,21,21,0,1.2,1.14286,0.0,1,193.0,249.0,0,132,1.0,2000,2000,1,64,0,0,0,0,0,0,44.84,61.655,100,6,8,6427,0,0,0,0,0,0,0,0,8986,8278,0,0,0,196,261,EventAI,1,3,0,0,1,0,0,0,8405008,0,0,
6446,0,0,0,5190,0,0,0,Therzok,,0,20,20,919,919,0,0,852,83,83,2,1.1,1.14286,0.0,0,24.0,31.0,0,90,1.0,2000,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,385,0,0,0,0,2,
6466,0,0,0,5205,0,0,0,Gamon,,0,12,12,236,236,0,0,20,7,7,0,1.0,1.14286,1.35,0,17.0,22.0,0,66,1.0,2000,2000,1,512,0,0,0,0,0,0,21.2784,29.2578,100,7,0,6466,6466,0,0,0,0,0,0,0,0,0,0,0,0,25,38,,0,3,0,0,1,0,0,0,0,0,0,
6467,0,0,0,5206,0,0,0,Mennet Carkad,,0,30,30,1605,1605,0,0,1200,71,71,2,1.1,1.14286,0.0,0,42.0,53.0,0,122,1.0,2000,2000,1,37376,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,1919,0,0,0,0,2,
6486,0,0,0,1951,0,0,0,Riding Skeletal Horse (Black),,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,646016863,0,2,
6487,0,0,0,5266,0,0,0,Arcanist Doan,,0,37,37,8924,8924,8583,8583,858,67,67,0,1.2,1.14286,0.0,1,193.0,249.0,0,144,1.0,2000,2000,8,32832,0,0,0,0,0,0,44.84,61.655,100,7,8,6487,6487,0,0,0,0,0,0,0,0,0,0,0,0,434,572,,1,3,0,0,1,96,0,0,617299931,0,0,boss_arcanist_doan
6488,0,0,0,5230,0,0,0,Fallen Champion,,0,33,33,6450,6450,0,0,2499,21,21,0,1.0,1.14286,0.0,1,174.0,224.0,0,132,1.0,2000,2000,1,32832,0,0,0,0,0,0,44.84,61.655,100,6,8,6488,0,0,0,0,0,0,0,0,19644,21949,19642,0,0,298,394,EventAI,1,3,0,0,1,117,0,0,608908883,0,0,
6489,0,0,0,5231,0,0,0,Ironspine,,0,33,33,6450,6450,0,0,2499,21,21,0,1.0,1.14286,0.0,1,166.0,215.0,0,132,1.0,1350,1485,0,0,0,0,0,0,0,0,43.956,60.4395,100,6,8,6489,0,0,0,0,0,0,0,0,0,0,0,0,0,298,394,EventAI,1,3,0,0,1,6489,0,0,608925267,0,0,
6490,0,0,0,5534,0,0,0,Azshir the Sleepless,,0,33,33,6450,6450,0,0,2499,21,21,0,1.0,1.14286,0.0,1,174.0,224.0,0,132,1.0,1341,1475,0,0,0,0,0,0,0,0,44.84,61.655,100,6,8,6490,0,0,0,0,0,0,0,0,0,0,0,0,0,63,314,EventAI,1,3,0,0,1,6490,0,0,608925267,0,0,
6491,0,0,0,5233,0,0,0,Spirit Healer,,0,60,60,7680,7680,0,0,8401,35,35,33,1.1,1.14286,0.0,0,164.0,212.0,0,272,1.0,2000,2000,1,768,0,0,0,0,0,0,74.448,102.366,100,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,2,
6492,0,0,0,14273,0,0,0,Rift Spawn,,0,16,17,355,386,0,0,20,91,91,0,0.5,1.14286,0.0,0,21.0,24.0,6,80,1.0,1850,2035,0,0,0,0,0,0,0,0,26.048,35.816,100,4,0,6492,0,0,0,17,34,17,34,-1,0,0,0,0,0,4,22,EventAI,1,3,0,0,1,0,0,0,16384,0,32,
6493,0,0,0,146,0,0,0,Illusionary Phantasm,,0,32,33,20,20,0,0,2428,21,21,0,1.0,1.14286,0.0,1,146.0,189.0,0,132,1.0,2000,1540,0,0,0,0,0,0,0,0,40.656,55.902,100,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,248,,1,3,0,0,1,0,0,0,8405008,0,0,
6494,0,0,0,5236,0,0,0,Tazan,,0,13,13,287,287,0,0,608,16,16,0,0.97,1.14286,0.0,0,19.0,23.0,0,68,1.0,2000,2000,1,32768,0,0,0,0,0,0,21.2784,29.2578,100,7,0,6494,6494,0,0,0,0,0,0,0,6253,0,0,0,0,14,23,,0,1,0,0,1,0,0,0,0,0,0,generic_spell_ai
6495,0,0,0,7195,0,0,0,Riznek,Drink Vendor,0,35,35,2016,2016,0,0,1373,35,35,6,1.1,1.14286,0.0,0,51.0,65.0,0,138,1.0,2000,2000,1,768,0,0,0,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1322,0,0,0,0,2,
6496,0,0,0,5451,0,0,0,Brivelthwerp,Ice Cream Vendor,0,35,35,2016,2016,0,0,1373,35,35,6,1.1,1.14286,1.15,0,51.0,65.0,0,138,1.0,2000,2000,1,768,0,0,0,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,2,
6497,0,0,0,5237,0,0,0,Astor Hadren,,0,13,13,272,272,0,0,608,71,71,1,0.94,1.14286,0.0,0,19.0,23.0,0,68,1.0,2000,2000,1,32768,0,0,0,0,0,0,22.792,31.339,100,7,0,6497,6497,0,0,0,0,0,0,0,0,0,0,0,0,19,30,,0,3,0,0,1,0,0,0,0,0,0,npc_astor_hadren
6498,0,0,0,5239,0,0,0,Devilsaur,,0,54,55,7910,8085,0,0,3244,14,14,0,2.0,2.0,0.0,1,376.0,509.0,0,248,1.0,1500,2000,1,64,0,0,0,0,0,0,56.7312,78.0054,100,1,8,6498,0,6498,0,53,0,0,0,0,14099,0,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
6499,0,0,0,5238,0,0,0,Ironhide Devilsaur,,0,54,56,7910,8260,0,0,4087,14,14,0,2.0,2.0,0.0,1,451.0,623.0,0,254,1.0,1500,2000,1,64,0,0,0,0,0,0,57.4128,78.9426,100,1,8,6499,0,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,0,0,0,0,0,0,
6500,0,0,0,5240,0,0,0,Tyrant Devilsaur,,0,54,55,7910,8085,0,0,3244,14,14,0,2.0,2.0,0.0,1,516.0,698.0,0,248,1.0,1500,2000,1,64,0,0,0,0,0,0,56.7312,78.0054,100,1,8,6500,0,6500,0,0,0,0,0,0,14100,13692,0,0,0,0,0,EventAI,1,3,0,0,1,0,0,0,0,0,0,
